Principal Commodity,Country,Unit,Quantity 2011-12,Value (INR) 2011-12,Quantity 2012-13*,Value (INR) 2012-13*
CASTOR OIL,SAUDI ARAB,KGS,1034838,113408040,1218801,109438910
CASTOR OIL,SEYCHELLES,KGS,50,2026,600,48124
CASTOR OIL,SIERRA LEONE,KGS,0,0,110000,8161517
CASTOR OIL,SINGAPORE,KGS,1782756,187322699,1280212,107229015
CASTOR OIL,SLOVENIA,KGS,62202,5758639,66000,4949678
CASTOR OIL,SOUTH AFRICA,KGS,3155500,330366772,2884579,249621344
CASTOR OIL,SPAIN,KGS,1370006,147439494,1077340,91911986
CASTOR OIL,SRI LANKA DSR,KGS,173905,12775257,90646,6588270
CASTOR OIL,SUDAN,KGS,107000,10788138,62104,5560799
CASTOR OIL,SWEDEN,KGS,217000,23311391,61000,5339809
CASTOR OIL,SWITZERLAND,KGS,2000,174321,0,0
CASTOR OIL,SYRIA,KGS,1026000,97827370,34182,2387995
CASTOR OIL,TANZANIA REP,KGS,39708,3166419,65677,5271106
CASTOR OIL,THAILAND,KGS,17520914,1661346422,20605250,1501522021
CASTOR OIL,TRINIDAD,KGS,11876,625800,5000,608329
CASTOR OIL,TUNISIA,KGS,46000,5374882,5,723
CASTOR OIL,TURKEY,KGS,5727648,594390750,5741823,485964931
CASTOR OIL,UGANDA,KGS,504,19106,0,0
CASTOR OIL,U ARAB EMTS,KGS,2659660,298615259,3092876,276128644
CASTOR OIL,U K,KGS,8624604,860058053,8408063,662213669
CASTOR OIL,UKRAINE,KGS,975000,103734478,584000,49489194
CASTOR OIL,U S A,KGS,53646164,5312025101,64330950,4996436663
CASTOR OIL,UZBEKISTAN,KGS,17000,1877077,0,0
CASTOR OIL,VENEZUELA,KGS,0,0,18000,2126273
CASTOR OIL,VIETNAM SOC REP,KGS,510000,54704984,526839,44626539
CASTOR OIL,YEMEN REPUBLC,KGS,21478,1896697,41716,2866077
CASTOR OIL,ZAMBIA,KGS,10061,481965,11740,898701
CASTOR OIL,ZIMBABWE,KGS,10960,940645,7600,791006
CASTOR OIL,UNSPECIFIED,KGS,0,0,31409,4124699
SHELLAC,ARGENTINA,KGS,3150,1492324,6000,4614302
SHELLAC,AUSTRALIA,KGS,17342,15421373,8952,12472168
SHELLAC,AUSTRIA,KGS,18400,9366931,2020,2495803
SHELLAC,BAHARAIN IS,KGS,22500,10062514,0,0
SHELLAC,BANGLADESH PR,KGS,82398,20470991,122957,32189446
SHELLAC,BELGIUM,KGS,25550,17481137,12112,13631819
SHELLAC,BOLIVIA,KGS,0,0,1200,827271
SHELLAC,BRAZIL,KGS,63200,7510595,7020,6880026
SHELLAC,CANADA,KGS,35120,20234329,14900,12262172
SHELLAC,CHILE,KGS,4000,2467320,3000,2855459
SHELLAC,TAIWAN,KGS,9944,5442904,9185,8701578
SHELLAC,CHINA P RP,KGS,61100,153547233,47500,215998786
SHELLAC,COLOMBIA,KGS,90,27479,0,0
SHELLAC,CYPRUS,KGS,0,0,200,51798
SHELLAC,CZECH REPUBLIC,KGS,63400,40482651,37000,39613298
SHELLAC,ECUADOR,KGS,0,0,100,106473
SHELLAC,EGYPT A RP,KGS,544400,414225992,387225,345930820
SHELLAC,EL SALVADOR,KGS,500,427437,0,0
SHELLAC,ETHIOPIA,KGS,0,0,100,54863
SHELLAC,FRANCE,KGS,28750,26293393,33982,43894437
SHELLAC,GERMANY,KGS,422050,260479051,465345,435970936
SHELLAC,GHANA,KGS,7860,385693,0,0
SHELLAC,HAITI,KGS,14000,6099600,0,0
SHELLAC,HONG KONG,KGS,19989,11353577,14000,11936340
SHELLAC,INDONESIA,KGS,591952,235889985,191663,191452723
SHELLAC,IRAN,KGS,9411,5026445,275,618400
SHELLAC,IRAQ,KGS,0,0,34000,39116130
SHELLAC,ISRAEL,KGS,0,0,500,2753390
SHELLAC,ITALY,KGS,179750,90158123,181010,168579091
SHELLAC,JAPAN,KGS,132071,65382391,43720,32438669
SHELLAC,JORDAN,KGS,160100,85793202,346325,347975411
SHELLAC,KENYA,KGS,22070,10419303,9126,11481033
SHELLAC,KOREA DP RP,KGS,81150,5622908,0,0
SHELLAC,KOREA RP,KGS,71851,22527125,17733,22484790
SHELLAC,KUWAIT,KGS,0,0,600,73311
SHELLAC,LIBYA,KGS,11650,7480755,5000,6570300
SHELLAC,MALAWI,KGS,500,305000,0,0
SHELLAC,MALAYSIA,KGS,10283,6196235,46320,13085149
SHELLAC,MAURITIUS,KGS,3810,2883946,4800,4169604
SHELLAC,MYANMAR,KGS,100,91619,0,0
SHELLAC,NEPAL,KGS,7725,4578640,3993,416478
SHELLAC,NETHERLAND,KGS,129,177996,10000,74362500
SHELLAC,NEW ZEALAND,KGS,1675,1198637,150,202028
SHELLAC,NIGERIA,KGS,135,57685,25,34955
SHELLAC,OMAN,KGS,0,0,100,8086
SHELLAC,PAKISTAN IR,KGS,631654,304513452,787264,540122867
SHELLAC,PHILIPPINES,KGS,102,179717,0,0
SHELLAC,PORTUGAL,KGS,4000,2871320,4300,2567492
SHELLAC,SAUDI ARAB,KGS,2800,2061541,4000,4901939
SHELLAC,SINGAPORE,KGS,8000,4295714,14975,13284654
SHELLAC,SOUTH AFRICA,KGS,49060,35418722,25000,29704565
SHELLAC,SPAIN,KGS,115315,61237774,70150,62437983
SHELLAC,SRI LANKA DSR,KGS,6100,3322589,13290,4183336
SHELLAC,SURINAME,KGS,0,0,45,26333
SHELLAC,SWAZILAND,KGS,0,0,20500,131973521
SHELLAC,SWEDEN,KGS,0,0,1300,2201763
SHELLAC,SWITZERLAND,KGS,36500,135295917,104498,600190469
SHELLAC,SYRIA,KGS,1300,1114348,0,0
SHELLAC,TANZANIA REP,KGS,500,821088,4000,4806550
SHELLAC,TRINIDAD,KGS,100,12751,10,7555
SHELLAC,TURKEY,KGS,15700,9070492,15010,15193721
SHELLAC,UGANDA,KGS,108,80399,50,20740
SHELLAC,U ARAB EMTS,KGS,29014,18265074,2798,1768970
SHELLAC,U K,KGS,106850,75938607,73500,86785070
SHELLAC,U S A,KGS,812022,341159381,394882,402023257
SHELLAC,URUGUAY,KGS,0,0,300,323574
SHELLAC,VIETNAM SOC REP,KGS,6100,5141079,500,636980
NIGER SEEDS,ALGERIA,KGS,32000,2748956,332000,18345072
NIGER SEEDS,ARGENTINA,KGS,38000,1497228,31000,1566365
NIGER SEEDS,AUSTRALIA,KGS,26856,1172775,19000,976938
NIGER SEEDS,BAHARAIN IS,KGS,1000,72102,3000,394404
NIGER SEEDS,BELGIUM,KGS,1718873,70513535,1597000,73575434
NIGER SEEDS,BRAZIL,KGS,323620,14478348,361000,26660428
NIGER SEEDS,CANADA,KGS,340200,14525723,649960,32735510
NIGER SEEDS,TAIWAN,KGS,25000,1067841,22000,1225564
NIGER SEEDS,EGYPT A RP,KGS,0,0,48000,3369298
NIGER SEEDS,FRANCE,KGS,0,0,252000,13404099
NIGER SEEDS,GERMANY,KGS,342480,13441969,77000,3348658
NIGER SEEDS,GREECE,KGS,102661,3710699,127782,5961041
NIGER SEEDS,HUNGARY,KGS,38000,1603802,57000,2721902
NIGER SEEDS,INDONESIA,KGS,92000,3899315,187000,9392348
NIGER SEEDS,IRAN,KGS,19000,891652,131000,11541806
NIGER SEEDS,IRELAND,KGS,6000,286332,19000,1003429
NIGER SEEDS,ISRAEL,KGS,55127,1553264,45000,2034325
NIGER SEEDS,ITALY,KGS,480595,20288059,226000,11770652
NIGER SEEDS,JAPAN,KGS,11000,469796,34000,1801155
NIGER SEEDS,JORDAN,KGS,19000,679714,0,0
NIGER SEEDS,KOREA RP,KGS,0,0,4000,201678
NIGER SEEDS,KUWAIT,KGS,11850,483952,48907,1748124
NIGER SEEDS,LEBANON,KGS,197400,7747410,19000,985022
NIGER SEEDS,MALAYSIA,KGS,0,0,25,1713
NIGER SEEDS,MALTA,KGS,14000,594090,0,0
NIGER SEEDS,MEXICO,KGS,399620,16802467,398632,19261794
NIGER SEEDS,MOROCCO,KGS,0,0,38000,1688364
NIGER SEEDS,NETHERLAND,KGS,420286,16631718,157000,6970682
NIGER SEEDS,NEW ZEALAND,KGS,1000,44417,1000,45430
NIGER SEEDS,OMAN,KGS,0,0,225,21730
NIGER SEEDS,PAKISTAN IR,KGS,0,0,60000,4723915
NIGER SEEDS,POLAND,KGS,0,0,50000,2598692
NIGER SEEDS,PORTUGAL,KGS,132039,4523657,69000,3503760
NIGER SEEDS,RUSSIA,KGS,37000,1563095,38000,1948914
NIGER SEEDS,SAUDI ARAB,KGS,0,0,75576,5293293
NIGER SEEDS,SOUTH AFRICA,KGS,1000,115617,5550,292053
NIGER SEEDS,SPAIN,KGS,634264,24875377,701657,32598878
NIGER SEEDS,TRINIDAD,KGS,1000,35939,0,0
NIGER SEEDS,TURKEY,KGS,279000,16723737,113000,8499269
NIGER SEEDS,U ARAB EMTS,KGS,16000,1452226,3244,85580
NIGER SEEDS,U K,KGS,2563446,105834246,1372720,64619603
NIGER SEEDS,U S A,KGS,19845759,822361603,10415680,515824163
NIGER SEEDS,YEMEN REPUBLC,KGS,0,0,114600,8554654
FRUITS / VEGETABLE SEEDS,AFGHANISTAN TIS,KGS,1000,212123,1872,1973125
FRUITS / VEGETABLE SEEDS,ALGERIA,KGS,0,0,814000,71107177
FRUITS / VEGETABLE SEEDS,ARGENTINA,KGS,1,26013,5,67375
FRUITS / VEGETABLE SEEDS,AUSTRALIA,KGS,1144,1611444,2255,737108
FRUITS / VEGETABLE SEEDS,AUSTRIA,KGS,0,0,10,1980
FRUITS / VEGETABLE SEEDS,AZERBAIJAN,KGS,0,0,82000,5406196
FRUITS / VEGETABLE SEEDS,BAHAMAS,KGS,0,0,2,16155
FRUITS / VEGETABLE SEEDS,BAHARAIN IS,KGS,2073,2541645,23628,2603664
FRUITS / VEGETABLE SEEDS,BANGLADESH PR,KGS,4209376,237217925,4285939,349576552
FRUITS / VEGETABLE SEEDS,BARBADOS,KGS,0,0,1000,523000
FRUITS / VEGETABLE SEEDS,BELGIUM,KGS,1400,3627171,46,169604
FRUITS / VEGETABLE SEEDS,BENIN,KGS,28,93385,255,584924
FRUITS / VEGETABLE SEEDS,BRAZIL,KGS,172,738337,350,2041125
FRUITS / VEGETABLE SEEDS,BRUNEI,KGS,0,0,100,234789
FRUITS / VEGETABLE SEEDS,BULGARIA,KGS,700,46515,7000,516756
FRUITS / VEGETABLE SEEDS,BURKINA FASO,KGS,540,1189405,0,0
FRUITS / VEGETABLE SEEDS,CAMEROON,KGS,190,872710,1100,6008546
FRUITS / VEGETABLE SEEDS,CANADA,KGS,6714,2545330,998,1562172
FRUITS / VEGETABLE SEEDS,C AFRI REP,KGS,130,148005,0,0
FRUITS / VEGETABLE SEEDS,CHILE,KGS,15,3431,29,7863
FRUITS / VEGETABLE SEEDS,TAIWAN,KGS,1037642,42393658,856136,44260780
FRUITS / VEGETABLE SEEDS,CHINA P RP,KGS,181105,29151318,94755,96671288
FRUITS / VEGETABLE SEEDS,COLOMBIA,KGS,3190,6941040,2300,5474627
FRUITS / VEGETABLE SEEDS,CONGO P REP,KGS,0,0,30,5572
FRUITS / VEGETABLE SEEDS,COSTA RICA,KGS,3150,2076852,6729,5552724
FRUITS / VEGETABLE SEEDS,CUBA,KGS,77657,87484660,0,0
FRUITS / VEGETABLE SEEDS,CYPRUS,KGS,227,124464,13052,2716035
FRUITS / VEGETABLE SEEDS,CZECH REPUBLIC,KGS,80,1101755,118,5986731
FRUITS / VEGETABLE SEEDS,DJIBOUTI,KGS,9000,3728206,0,0
FRUITS / VEGETABLE SEEDS,DOMINIC REP,KGS,70,83140,0,0
FRUITS / VEGETABLE SEEDS,EGYPT A RP,KGS,159375,52634203,279515,31396882
FRUITS / VEGETABLE SEEDS,EL SALVADOR,KGS,1000,114671,0,0
FRUITS / VEGETABLE SEEDS,ESTONIA,KGS,0,0,3348,925683
FRUITS / VEGETABLE SEEDS,ETHIOPIA,KGS,4942,1523230,3069,2977762
FRUITS / VEGETABLE SEEDS,FINLAND,KGS,3140,1755364,2648,1212169
FRUITS / VEGETABLE SEEDS,FRANCE,KGS,22564,31485869,31382,71548430
FRUITS / VEGETABLE SEEDS,GAMBIA,KGS,140,18825,0,0
FRUITS / VEGETABLE SEEDS,GEORGIA,KGS,0,0,12000,2102100
FRUITS / VEGETABLE SEEDS,GERMANY,KGS,28573,18999698,23311,22573740
FRUITS / VEGETABLE SEEDS,GHANA,KGS,772,2296749,250,518908
FRUITS / VEGETABLE SEEDS,GREECE,KGS,23,371798,0,0
FRUITS / VEGETABLE SEEDS,GUADELOUPE,KGS,90,60910,0,0
FRUITS / VEGETABLE SEEDS,GUATEMALA,KGS,1125,1598676,6700,11725684
FRUITS / VEGETABLE SEEDS,GUINEA,KGS,1,24382,69,340764
FRUITS / VEGETABLE SEEDS,GUYANA,KGS,100,22875,231,40602
FRUITS / VEGETABLE SEEDS,HONDURAS,KGS,10,17010,0,0
FRUITS / VEGETABLE SEEDS,HONG KONG,KGS,2514,2445283,16262,8953856
FRUITS / VEGETABLE SEEDS,HUNGARY,KGS,181,2615932,103,1043891
FRUITS / VEGETABLE SEEDS,INDONESIA,KGS,103174,125275203,40734,78374181
FRUITS / VEGETABLE SEEDS,IRAN,KGS,21266,5408493,13578,11169295
FRUITS / VEGETABLE SEEDS,IRAQ,KGS,14,383837,5192,1245007
FRUITS / VEGETABLE SEEDS,IRELAND,KGS,3240,1745772,1410,1333643
FRUITS / VEGETABLE SEEDS,ISRAEL,KGS,1280,14321170,626,3779089
FRUITS / VEGETABLE SEEDS,ITALY,KGS,325199,53379102,215170,47856333
FRUITS / VEGETABLE SEEDS,JAPAN,KGS,225553,128042529,189308,164380630
FRUITS / VEGETABLE SEEDS,JORDAN,KGS,7785,9736894,133927,32203684
FRUITS / VEGETABLE SEEDS,KAZAKHSTAN,KGS,0,0,27,61207
FRUITS / VEGETABLE SEEDS,KENYA,KGS,101654,61951375,86743,73045155
FRUITS / VEGETABLE SEEDS,KOREA DP RP,KGS,100172,14247825,1250,237504
FRUITS / VEGETABLE SEEDS,KOREA RP,KGS,237908,27935188,287649,84923547
FRUITS / VEGETABLE SEEDS,KUWAIT,KGS,4683,1163109,41410,5332901
FRUITS / VEGETABLE SEEDS,LEBANON,KGS,0,0,3000,456011
FRUITS / VEGETABLE SEEDS,LIBERIA,KGS,470,1531336,0,0
FRUITS / VEGETABLE SEEDS,LITHUANIA,KGS,1575,936566,5282,10018842
FRUITS / VEGETABLE SEEDS,MACAO,KGS,62,115968,0,0
FRUITS / VEGETABLE SEEDS,MACEDONIA,KGS,300,626873,0,0
FRUITS / VEGETABLE SEEDS,MALAWI,KGS,150,267108,0,0
FRUITS / VEGETABLE SEEDS,MALAYSIA,KGS,234635,207025566,105169,56954389
FRUITS / VEGETABLE SEEDS,MALDIVES,KGS,140,23311,22,1506
FRUITS / VEGETABLE SEEDS,MALI,KGS,1368,1480538,386,460984
FRUITS / VEGETABLE SEEDS,MAURITIUS,KGS,18280,10926193,15344,10603647
FRUITS / VEGETABLE SEEDS,MYANMAR,KGS,9000,325840,7661,1590485
FRUITS / VEGETABLE SEEDS,MEXICO,KGS,20,70842,0,0
FRUITS / VEGETABLE SEEDS,MOROCCO,KGS,1193,2706815,1001,8094199
FRUITS / VEGETABLE SEEDS,MOZAMBIQUE,KGS,937,296593,0,0
FRUITS / VEGETABLE SEEDS,NEPAL,KGS,767536,68527960,42805,35919033
FRUITS / VEGETABLE SEEDS,NETHERLAND,KGS,219537,212485452,326331,335228248
FRUITS / VEGETABLE SEEDS,NETHERLANDANTIL,KGS,74,25276,0,0
FRUITS / VEGETABLE SEEDS,NEW ZEALAND,KGS,11689,8750589,1119,563526
FRUITS / VEGETABLE SEEDS,NICARAGUA,KGS,0,0,50,118123
FRUITS / VEGETABLE SEEDS,NIGERIA,KGS,620,477869,859,1563438
FRUITS / VEGETABLE SEEDS,NORFOLK IS,KGS,0,0,15,1018714
FRUITS / VEGETABLE SEEDS,NORWAY,KGS,34,349586,1,3614
FRUITS / VEGETABLE SEEDS,OMAN,KGS,20057,23094358,23837,27141803
FRUITS / VEGETABLE SEEDS,PAKISTAN IR,KGS,4883904,732935744,7719027,896024812
FRUITS / VEGETABLE SEEDS,PAPUA N GNA,KGS,0,0,500,808500
FRUITS / VEGETABLE SEEDS,PERU,KGS,175,661803,330,349611
FRUITS / VEGETABLE SEEDS,PHILIPPINES,KGS,18861,10453234,25913,9937317
FRUITS / VEGETABLE SEEDS,POLAND,KGS,8103,3282025,21602,11300517
FRUITS / VEGETABLE SEEDS,PORTUGAL,KGS,0,0,20,56293
FRUITS / VEGETABLE SEEDS,PUERTO RICO,KGS,0,0,404,77869
FRUITS / VEGETABLE SEEDS,QATAR,KGS,871,290002,3461,1842427
FRUITS / VEGETABLE SEEDS,REUNION,KGS,1560,203402,0,0
FRUITS / VEGETABLE SEEDS,RUSSIA,KGS,6246,13495980,4539,14318189
FRUITS / VEGETABLE SEEDS,RWANDA,KGS,318,376674,0,0
FRUITS / VEGETABLE SEEDS,SAUDI ARAB,KGS,1304224,74894275,703938,91361321
FRUITS / VEGETABLE SEEDS,SENEGAL,KGS,550,2305403,800,5118979
FRUITS / VEGETABLE SEEDS,SIERRA LEONE,KGS,61,287779,200,1000860
FRUITS / VEGETABLE SEEDS,SINGAPORE,KGS,91261,61551887,18685,40528387
FRUITS / VEGETABLE SEEDS,SLOVENIA,KGS,400,70162,0,0
FRUITS / VEGETABLE SEEDS,SOLOMON IS,KGS,0,0,100,193630
FRUITS / VEGETABLE SEEDS,SOMALIA,KGS,0,0,1,29862
FRUITS / VEGETABLE SEEDS,SOUTH AFRICA,KGS,162738,13702458,90975,13269269
FRUITS / VEGETABLE SEEDS,SPAIN,KGS,4102,2232062,786,5827911
FRUITS / VEGETABLE SEEDS,SRI LANKA DSR,KGS,67734,41097611,29191,36847366
FRUITS / VEGETABLE SEEDS,SUDAN,KGS,8089,3033686,2756,2119819
FRUITS / VEGETABLE SEEDS,SWITZERLAND,KGS,2215,1108265,164,201279
FRUITS / VEGETABLE SEEDS,SYRIA,KGS,4500,543931,0,0
FRUITS / VEGETABLE SEEDS,TANZANIA REP,KGS,23098,8694369,2410,4580302
FRUITS / VEGETABLE SEEDS,THAILAND,KGS,98726,60753109,61120,97574540
FRUITS / VEGETABLE SEEDS,TOGO,KGS,30,1439,0,0
FRUITS / VEGETABLE SEEDS,TRINIDAD,KGS,261,768417,1636,766483
FRUITS / VEGETABLE SEEDS,TUNISIA,KGS,0,0,2027,3926233
FRUITS / VEGETABLE SEEDS,TURKEY,KGS,79960,24527216,30110,20868516
FRUITS / VEGETABLE SEEDS,UGANDA,KGS,19136,9231377,9044,8691298
FRUITS / VEGETABLE SEEDS,U ARAB EMTS,KGS,26470,11403296,64367,13353605
FRUITS / VEGETABLE SEEDS,U K,KGS,52620,42060663,29671,34031834
FRUITS / VEGETABLE SEEDS,UKRAINE,KGS,5664,2566265,2156,3931274
FRUITS / VEGETABLE SEEDS,U S A,KGS,125001,199154328,131075,383097142
FRUITS / VEGETABLE SEEDS,VENEZUELA,KGS,10,28519,0,0
FRUITS / VEGETABLE SEEDS,VIETNAM SOC REP,KGS,8023,27944423,77918,32219602
FRUITS / VEGETABLE SEEDS,YEMEN REPUBLC,KGS,21100,3353302,21810,2575498
FRUITS / VEGETABLE SEEDS,CONGO D. REP.,KGS,0,0,150,51226
FRUITS / VEGETABLE SEEDS,ZAMBIA,KGS,36,1003319,148,1973880
FRUITS / VEGETABLE SEEDS,ZIMBABWE,KGS,2,39509,88,299508
FRUITS / VEGETABLE SEEDS,UNSPECIFIED,KGS,0,0,200,97970
FRESH FRUITS,AFGHANISTAN TIS,,0,1028370,0,6284866
FRESH FRUITS,ALGERIA,,0,78915939,0,132377082
FRESH FRUITS,ANGOLA,,0,1657044,0,7421093
FRESH FRUITS,ANTARTICA,,0,33618,0,0
FRESH FRUITS,ARGENTINA,,0,7338141,0,1262049
FRESH FRUITS,ARMENIA,,0,599288,0,2614359
FRESH FRUITS,AUSTRALIA,,0,115134519,0,165296472
FRESH FRUITS,AUSTRIA,,0,26610182,0,12025467
FRESH FRUITS,ARUBA,,0,1041835,0,101864
FRESH FRUITS,BAHAMAS,,0,17410,0,8472
FRESH FRUITS,BAHARAIN IS,,0,196827446,0,291191563
FRESH FRUITS,BANGLADESH PR,,0,4428444061,0,1905112712
FRESH FRUITS,BARBADOS,,0,0,0,4929871
FRESH FRUITS,BELIZE,,0,0,0,16495
FRESH FRUITS,BELGIUM,,0,114965706,0,78175953
FRESH FRUITS,BENIN,,0,34583,0,85277
FRESH FRUITS,BHUTAN,,0,5683108,0,5805081
FRESH FRUITS,BOSNIA-HRZGOVIN,,0,0,0,22188
FRESH FRUITS,BOTSWANA,,0,2634038,0,14701340
FRESH FRUITS,BRAZIL,,0,10383608,0,19120466
FRESH FRUITS,BR VIRGN IS,,0,1230,0,0
FRESH FRUITS,BRUNEI,,0,1608532,0,1739474
FRESH FRUITS,BULGARIA,,0,3223229,0,9914098
FRESH FRUITS,BURUNDI,,0,61810,0,1734436
FRESH FRUITS,BELARUS,,0,0,0,21337847
FRESH FRUITS,CAMBODIA,,0,14697456,0,7930538
FRESH FRUITS,CAMEROON,,0,988418,0,19252
FRESH FRUITS,CANADA,,0,207201609,0,215329138
FRESH FRUITS,CAYMAN IS,,0,0,0,7277
FRESH FRUITS,CHAD,,0,0,0,39542
FRESH FRUITS,CHILE,,0,0,0,316602
FRESH FRUITS,TAIWAN,,0,159842434,0,195441829
FRESH FRUITS,CHINA P RP,,0,184008010,0,346524579
FRESH FRUITS,COLOMBIA,,0,0,0,2577146
FRESH FRUITS,COMOROS,,0,0,0,31533
FRESH FRUITS,CONGO P REP,,0,20399415,0,987153
FRESH FRUITS,CROATIA,,0,1564448,0,6044594
FRESH FRUITS,CYPRUS,,0,5505755,0,5479993
FRESH FRUITS,CZECH REPUBLIC,,0,86800,0,4147370
FRESH FRUITS,DENMARK,,0,189779065,0,185225209
FRESH FRUITS,DJIBOUTI,,0,1651347,0,2343754
FRESH FRUITS,DOMINIC REP,,0,0,0,415108
FRESH FRUITS,DOMINICA,,0,0,0,175114
FRESH FRUITS,EGYPT A RP,,0,417147614,0,748670226
FRESH FRUITS,ETHIOPIA,,0,0,0,643779
FRESH FRUITS,EQUTL GUINEA,,0,0,0,96292
FRESH FRUITS,FINLAND,,0,45700392,0,74645500
FRESH FRUITS,FIJI IS,,0,1110524,0,3690219
FRESH FRUITS,FRANCE,,0,246957026,0,179382594
FRESH FRUITS,FR GUIANA,,0,0,0,2048719
FRESH FRUITS,FR POLYNESIA,,0,4599511,0,17824120
FRESH FRUITS,GAMBIA,,0,48227,0,11569
FRESH FRUITS,GEORGIA,,0,8781967,0,9706247
FRESH FRUITS,GERMANY,,0,497188615,0,453138127
FRESH FRUITS,GHANA,,0,2661537,0,168295
FRESH FRUITS,GREECE,,0,85843911,0,65243629
FRESH FRUITS,GUATEMALA,,0,0,0,1445994
FRESH FRUITS,GUINEA,,0,2963,0,0
FRESH FRUITS,GUYANA,,0,31217,0,31135
FRESH FRUITS,HONG KONG,,0,67527436,0,253651570
FRESH FRUITS,HUNGARY,,0,5057801,0,3288512
FRESH FRUITS,INDONESIA,,0,45927810,0,62238370
FRESH FRUITS,IRAN,,0,183830859,0,151752632
FRESH FRUITS,IRAQ,,0,3933976,0,12702501
FRESH FRUITS,IRELAND,,0,12311332,0,45452887
FRESH FRUITS,ISRAEL,,0,29335274,0,94249779
FRESH FRUITS,ITALY,,0,48645229,0,10443873
FRESH FRUITS,JAMAICA,,0,0,0,2734189
FRESH FRUITS,JAPAN,,0,305326539,0,185708133
FRESH FRUITS,JORDAN,,0,26980930,0,35602044
FRESH FRUITS,KAZAKHSTAN,,0,0,0,4272082
FRESH FRUITS,KENYA,,0,53733122,0,81453329
FRESH FRUITS,KOREA DP RP,,0,0,0,1118619
FRESH FRUITS,KOREA RP,,0,9215790,0,15042581
FRESH FRUITS,KUWAIT,,0,650921401,0,602517000
FRESH FRUITS,LATVIA,,0,5176620,0,2643318
FRESH FRUITS,LEBANON,,0,128637432,0,51382804
FRESH FRUITS,LIBERIA,,0,31944,0,4340
FRESH FRUITS,LIBYA,,0,36354356,0,79520418
FRESH FRUITS,LITHUANIA,,0,2470247,0,38495849
FRESH FRUITS,MADAGASCAR,,0,0,0,1737566
FRESH FRUITS,MALAWI,,0,22444,0,7644372
FRESH FRUITS,MALAYSIA,,0,157192821,0,269647954
FRESH FRUITS,MALDIVES,,0,202734322,0,215009596
FRESH FRUITS,MALI,,0,9470,0,32315
FRESH FRUITS,MALTA,,0,0,0,1329974
FRESH FRUITS,MARTINIQUE,,0,2519014,0,0
FRESH FRUITS,MAURITANIA,,0,0,0,84
FRESH FRUITS,MAURITIUS,,0,34526982,0,38465535
FRESH FRUITS,MYANMAR,,0,1470,0,3650229
FRESH FRUITS,MEXICO,,0,49085461,0,29501500
FRESH FRUITS,MOLDOVA,,0,0,0,2900841
FRESH FRUITS,MONACO,,0,18704,0,254091
FRESH FRUITS,MOROCCO,,0,2260153,0,57971869
FRESH FRUITS,MOZAMBIQUE,,0,536668,0,1821460
FRESH FRUITS,NEPAL,,0,799272039,0,888595835
FRESH FRUITS,NETHERLAND,,0,2831666642,0,4368495053
FRESH FRUITS,NETHERLANDANTIL,,0,48492,0,232412
FRESH FRUITS,NEUTRAL ZONE,,0,371100,0,0
FRESH FRUITS,NEW ZEALAND,,0,21812725,0,27648932
FRESH FRUITS,NIGERIA,,0,8865212,0,3663559
FRESH FRUITS,NORWAY,,0,41995122,0,128048405
FRESH FRUITS,OMAN,,0,211295595,0,390653578
FRESH FRUITS,PAKISTAN IR,,0,828134804,0,1166042692
FRESH FRUITS,PERU,,0,0,0,4698232
FRESH FRUITS,PHILIPPINES,,0,18405730,0,47279833
FRESH FRUITS,POLAND,,0,27403740,0,93189970
FRESH FRUITS,PORTUGAL,,0,16427685,0,45059356
FRESH FRUITS,PUERTO RICO,,0,0,0,1200
FRESH FRUITS,QATAR,,0,168786136,0,323228307
FRESH FRUITS,REUNION,,0,1612166,0,1438463
FRESH FRUITS,ROMANIA,,0,2334745,0,3251143
FRESH FRUITS,RUSSIA,,0,495894436,0,1478945728
FRESH FRUITS,RWANDA,,0,2334632,0,1747455
FRESH FRUITS,SAO TOME,,0,0,0,24068
FRESH FRUITS,SAUDI ARAB,,0,2602234090,0,2842731258
FRESH FRUITS,SENEGAL,,0,440575,0,455644
FRESH FRUITS,SERBIA MONTNGRO,,0,0,0,264865
FRESH FRUITS,SEYCHELLES,,0,1483550,0,338309
FRESH FRUITS,SINGAPORE,,0,142102917,0,196634124
FRESH FRUITS,SLOVENIA,,0,384898,0,4709911
FRESH FRUITS,SOUTH AFRICA,,0,25108503,0,33104594
FRESH FRUITS,SPAIN,,0,372612027,0,306916352
FRESH FRUITS,SRI LANKA DSR,,0,177001320,0,232363538
FRESH FRUITS,ST HELENA,,0,0,0,232802
FRESH FRUITS,SUDAN,,0,88961090,0,278695582
FRESH FRUITS,SURINAME,,0,0,0,4032389
FRESH FRUITS,SWAZILAND,,0,6110392,0,0
FRESH FRUITS,SWEDEN,,0,223879793,0,377248190
FRESH FRUITS,SWITZERLAND,,0,31015765,0,54916097
FRESH FRUITS,SYRIA,,0,9293158,0,18570484
FRESH FRUITS,TANZANIA REP,,0,16973457,0,67699767
FRESH FRUITS,THAILAND,,0,312441930,0,398528147
FRESH FRUITS,TOGO,,0,39659,0,22998
FRESH FRUITS,TRINIDAD,,0,5261973,0,29554403
FRESH FRUITS,TUNISIA,,0,35733960,0,34462286
FRESH FRUITS,TURKEY,,0,22303986,0,69003856
FRESH FRUITS,UGANDA,,0,1419745,0,9241525
